ibge7,CNPJ,UF,Município,Processo,Protocolo,Ano,Nº Siafi,Nº município no Siafi,Nº Termo de Compromisso,Cobrade,Data Envio,Valor Custo,Valor Liberado,Plano Interno,PTRES,PT,Fonte,GND,MP - Nº da lei,Data Empenho,Valor Empenhado,Data Dou,Fim vigência,Status,Nº de pessoas atendidas,Parcela 1,Parcela 2,Parcela 3,tempo_medio_analise,tempo_medio_liberacao
4302501,87613014000169,RS,Bossoroca,59053.018011/2024-59,REC-RS-4302501-20240627-01,2024,8549,8549,1AAWEJ,13214,2024-07-02,340000.0,340000.0,RS8549HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-07-30,340000.0,2025-01-22,22/01/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,6887,340000.0,,,28 days,176 days
3161106,22679153000140,MG,São Francisco,59053.007171/2022-19,REC-MG-3161106-20220520-03,2022,5221,5221,1AAKWV,13214,2022-05-27,333395.18,333395.18,MG5221HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-07-19,333395.18,2022-12-06,05/12/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,470,333395.18,,,53 days,140 days
4306056,90152240000102,RS,Cristal,59053.000808/2017-71,REC-RS-4306056-20170621-01,2017,8431,8431,692536,13214,2017-08-23,353231.31,353231.31,RS8431PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-08,353231.31,2017-12-22,22/12/2018,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1600,353231.31,,,107 days,14 days
3117801,18677609000165,MG,Conceição dos Ouros,59053.011654/2023-91,REC-MG-3117801-20231017-01,2023,4355,4355,1AATEJ,13215,2023-11-01,382000.0,382000.0,MG4355HCHU2,236517.0,06.182.2318.22BO.0001,100,444042,00.000,2024-04-16,382000.0,2024-07-24,24/07/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,543,382000.0,,,167 days,99 days
4218608,83102731000175,SC,Trombudo Central,59053.000804/2017-92,REC-SC-4218608-20170821-02,2017,8365,8365,694702,12100,2017-08-21,201467.52,201467.52,SC8365PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-02-26,201467.52,2018-08-09,09/08/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,800,201467.52,,,189 days,164 days
4307054,92406180000124,RS,Ernestina,59053.000656/2017-14,REC-RS-4307054-20170630-01,2017,8415,8415,694244,12200,2017-07-13,118999.63,118999.63,RS8415PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2017-12-01,118999.63,2018-07-04,04/07/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,650,118999.63,,,141 days,215 days
5108055,1978212000100,MT,Terra Nova do Norte,59053.000623/2017-66,REC-MT-5108055-20170502-01,2017,9909,9909,697230,13214,2017-07-03,416049.8,416049.8,MT9909PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-09-13,416049.8,2019-04-22,21/04/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1280,416049.8,,,437 days,221 days
4317251,91987719000113,RS,Santa Tereza,59053.011811/2023-68,REC-RS-4317251-20231111-02,2023,8849,8849,1AASFT,13214,2023-11-16,625809.0,625809.0,RS5995HRCH0,238107.0,06.182.2318.22BO.6500,300,444042,01.188,2024-01-24,625809.0,2024-05-28,28/05/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,500,625809.0,,,69 days,125 days
4318614,4208358000165,RS,São José do Sul,59053.017891/2024-46,REC-RS-4318614-20240531-03,2024,1170,1170,1AAXYB,12200,2024-06-28,902189.03,902189.03,RS1170HROU0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-11-12,902189.03,2025-05-30,30/05/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1210,902189.03,,,137 days,199 days
3168606,18404780000109,MG,Teófilo Otoni,59053.010071/2023-42,REC-MG-3168606-20230523-01,2023,5371,5371,1AASNC,13214,2023-05-29,1255686.54,1255686.54,MG5371HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-09-21,1255686.54,2024-06-11,11/06/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,100,376705.96,878980.58,,115 days,264 days
2408102,8241747000143,RN,Natal,59053.008071/2022-00,REC-RN-2408102-20220801-02,2022,1761,1761,1AAKEZ,13214,2022-08-09,2256571.61,2256571.61,RN1761HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-08-17,2256571.61,2022-09-09,08/09/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,52125,676971.48,1579600.13,,8 days,23 days
1505650,1611858000155,PA,Placas,59053.003773/2020-27,REC-PA-1505650-20200625-02,2020,60,60,1AABGT,13214,2020-06-25,613269.58,613269.58,PA0060PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2020-07-01,613269.58,2020-08-12,11/08/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,250,613269.58,,,6 days,42 days
4310363,92454776000108,RS,Imigrante,59053.015553/2024-70,REC-RS-4310363-20240509-02,2024,7295,7295,1AATDU,13214,2024-05-10,859900.13,859900.13,RS7295HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-27,859900.13,2024-07-18,18/07/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2000,859900.13,,,17 days,52 days
1710508,2411726000142,TO,Itacajá,59053.010041/2023-36,REC-TO-1710508-20230516-01,2023,9405,9405,1AAQXA,12200,2023-05-24,429572.99,429572.99,TO9405HRCH0,238108.0,06.182.2318.22BO.6500,300,444042,01.191,2023-08-16,429572.99,2024-02-14,13/02/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,300,429572.99,,,84 days,182 days
4317202,88546890000182,RS,Santa Rosa,59053.000681/2017-90,REC-RS-4317202-20170703-01,2017,5995,5995,692553,13214,2017-07-18,388518.59,388518.59,RS5995PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-05,388518.59,2017-12-15,15/12/2018,ACOMPANHAMENTO - RECURSO TRANSFERIDO,174,388518.59,,,140 days,10 days
3172004,18137927000133,MG,Visconde do Rio Branco,59053.009630/2023-71,REC-MG-3172004-20230403-01,2023,5441,5441,1AAOSY,13214,2023-04-04,462073.05,462073.05,MG5441HTCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-06-26,462073.05,2023-10-23,22/10/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,800,462073.05,,,83 days,119 days
3157401,18316273000105,MG,Santa Cruz do Escalvado,59053.003565/2020-28,REC-MG-3157401-20200331-01,2020,5147,5147,1AAEVN,13214,2020-04-23,58237.26,58237.26,MG5147PRCH0,195657.0,06.182.2218.22BO.6500,329,444042,14.175,2020-05-15,58237.26,2021-07-06,05/07/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3500,58237.26,,,22 days,417 days
3152006,18296681000142,MG,Pompéu,59053.009432/2023-16,REC-MG-3152006-20230126-01,2023,5039,5039,1AAMWZ,13214,2023-03-07,411065.82,411065.82,MG5039HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-03-28,411065.82,2023-07-03,02/07/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,500,411065.82,,,21 days,97 days
4313953,91342667000128,RS,Pantano Grande,59053.018473/2024-76,REC-RS-4313953-20240712-01,2024,7375,7375,1AAXHX,13214,2024-07-12,494000.0,494000.0,RS7375HRCH0,250795.0,06.182.2318.22BO.6504,300,444042,01.265,2024-08-26,494000.0,2025-05-07,07/05/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,500,494000.0,,,45 days,254 days
2931608,14196042000154,BA,Teolândia,59053.006113/2022-60,REC-BA-2931608-20220113-05,2022,3931,3931,1AAJNI,13214,2022-01-20,735711.89,258660.61,BA3931HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.303,2022-02-22,258660.61,2022-07-01,30/06/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,13500,258660.61,,,33 days,129 days
4314787,93539161000139,RS,Ponte Preta,59053.000583/2017-52,REC-RS-4314787-20170621-01,2017,5967,5967,692569,12100,2017-06-23,99999.99,99999.99,RS5967PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-11-30,99999.99,2017-11-28,28/11/2018,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1500,99999.99,,,160 days,-2 days
2702009,12198719000168,AL,Coité do Nóia,59053.008246/2022-71,REC-AL-2702009-20220829-05,2022,2739,2739,1AAKOV,13214,2022-08-29,329963.36,329963.36,AL2739HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-09-13,329963.36,2022-10-26,25/10/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,694,329963.36,,,15 days,43 days
4304903,87596623000157,RS,Casca,59053.011572/2023-46,REC-RS-4304903-20231019-02,2023,8595,8595,1AATEG,13214,2023-10-24,245555.0,245555.0,RS8595HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2023-11-10,245555.0,2024-07-24,24/07/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,200,245555.0,,,17 days,257 days
3506409,44430783000119,SP,Bilac,59053.003390/2020-59,REC-SP-3506409-20200115-01,2020,6227,6227,1AADCR,13214,2020-02-18,118258.84,118258.84,SP6227PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2020-05-18,118258.84,2020-12-18,17/12/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,8034,118258.84,,,90 days,214 days
3155702,18400945000166,MG,Rio Piracicaba,59053.009373/2023-78,REC-MG-3155702-20230119-01,2023,5113,5113,1AARCX,13214,2023-02-23,638941.58,638941.58,MG5113HTCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-06-26,638941.58,2024-03-11,11/03/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,602,638941.58,,,123 days,259 days
4311809,87599122000124,RS,Marau,59053.011291/2023-93,REC-RS-4311809-20230914-02,2023,8737,8737,1AAQNY,13214,2023-09-27,536989.52,536989.52,RS8737HRCH0,195657.0,06.182.2218.22BO.6500,300,444042,01.188,2023-10-25,536989.52,2023-12-27,26/12/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1280,536989.52,,,28 days,63 days
3127073,1612483000148,MG,Fruta de Leite,59053.006315/2022-10,REC-MG-3127073-20220210-01,2022,612,612,1AAINL,13214,2022-02-15,132118.57,132118.57,MG0612HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-03-02,132118.57,2022-04-26,25/04/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,324,132118.57,,,15 days,55 days
1507300,5421300000168,PA,São Félix do Xingu,59053.004911/2021-76,REC-PA-1507300-20210609-02,2021,545,545,1AAGAV,12100,2021-06-10,433770.99,433770.99,PA0545PRCH0,195657.0,06.182.2218.22BO.6500,329,444042,14.175,2021-08-05,433770.99,2021-11-16,15/11/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3620,433770.99,,,56 days,103 days
4309308,88811922000120,RS,Guaíba,59053.017112/2024-11,REC-RS-4309308-20240607-04,2024,8685,8685,1AAUZC,13214,2024-06-12,637339.93,637339.93,RS8685HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-07-03,637339.93,2024-11-29,29/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,20000,637339.93,,,21 days,149 days
4320677,94577632000166,RS,Sinimbu,59053.001122/2017-05,REC-RS-4320677-20171024-01,2017,5767,5767,697624,13215,2017-11-16,1398797.81,1398797.81,RS5767PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-10-16,1398797.81,2019-06-26,25/06/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,4000,419639.34,979158.47,,334 days,253 days
3134103,18413179000174,MG,Itueta,59053.000281/2017-84,REC-MG-3134103-20170326-01,2017,4681,4681,698086,13214,2017-04-07,1268343.86,1268343.86,MG4681PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-12-17,1268343.86,2019-09-13,11/09/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1450,380503.16,887840.7,,619 days,270 days
4302055,1612292000186,RS,Benjamin Constant do Sul,59053.015992/2024-82,REC-RS-4302055-20240520-01,2024,958,958,1AASWM,13214,2024-05-20,466066.38,466066.38,RS0958HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-29,466066.38,2024-07-02,02/07/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,600,466066.38,,,9 days,34 days
4117057,95587648000112,PR,Nova Laranjeiras,59053.012411/2023-70,REC-PR-4117057-20231205-01,2023,5479,5479,1AAWVO,12200,2023-12-11,911394.09,911394.09,PR5479HRCH0,247830.0,06.182.2318.22BO.6500,300,444042,01.214,2024-05-27,911394.09,2025-03-10,10/03/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,160,911394.09,,,168 days,287 days
3131802,17125444000156,MG,Itabirinha,59053.006117/2022-48,REC-MG-3131802-20220114-01,2022,4635,4635,1AAJBR,13214,2022-01-21,622588.96,622588.96,MG4635HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.303,2022-02-15,622588.96,2022-06-06,05/06/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,100,622588.96,,,25 days,111 days
3119401,19875046000182,MG,Coronel Fabriciano,59053.009400/2023-11,REC-MG-3119401-20230226-01,2023,4387,4387,1AARGF,13214,2023-03-01,3279862.27,3279862.27,MG4387HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-10-26,3279862.27,2024-03-26,26/03/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,100,983958.68,2295903.59,,239 days,152 days
2916203,14147938000143,BA,Itapé,59053.006359/2022-31,REC-BA-2916203-20220102-02,2022,3625,3625,1AARNA,13214,2022-02-21,1593641.07,1593641.07,BA3625HRCH2,236517.0,06.182.2218.22BO.0001,100,444042,00.000,2022-11-10,1593641.07,2024-04-25,24/04/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,60,478092.32,1115548.75,,262 days,532 days
4311403,87297982000103,RS,Lajeado,59053.012151/2023-32,REC-RS-4311403-20231116-03,2023,8729,8729,1AAXJH,13214,2023-12-01,6037251.81,6037251.81,RS8729HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-22,6037251.81,2025-05-12,12/05/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,710,1811175.54,2414900.72,1811175.54,173 days,355 days
4304309,87612842000182,RS,Cândido Godói,59053.013331/2024-12,REC-RS-4304309-20240111-02,2024,8583,8583,1AAVAK,12200,2024-01-16,2416124.91,2416124.91,RS8583HRCH0,238109.0,06.182.2318.22BO.6500,300,444042,01.204,2024-03-21,2416124.91,2024-12-28,28/12/2025,ACOMPANHAMENTO - AGUARDANDO AJUSTES DO ENTE - LIBERAÇÃO DE PARCELAS,1200,724837.47,1691287.44,,65 days,282 days
4200200,26727142000149,SC,Agrolândia,59053.000861/2017-71,REC-SC-4200200-20170705-01,2017,8003,8003,693742,12200,2017-09-04,2914000.0,2914000.0,SC8003PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-06,2914000.0,2018-04-18,18/04/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3480,874200.0,2039800.0,,93 days,133 days
4321402,87613089000140,RS,Tenente Portela,59053.016491/2024-13,REC-RS-4321402-20240527-01,2024,8931,8931,1AAWCV,13214,2024-05-28,716010.0,716010.0,RS8931HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-06-10,716010.0,2025-01-02,02/01/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,280,716010.0,,,13 days,206 days
1505650,1611858000155,PA,Placas,59053.003663/2020-65,REC-PA-1505650-20200520-01,2020,60,60,1AABFT,13214,2020-05-29,367252.79,367252.79,PA0060PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2020-06-23,367252.79,2020-08-04,03/08/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,460,367252.79,,,25 days,42 days
3145307,18404889000138,MG,Novo Cruzeiro,59053.006851/2022-15,REC-MG-3145307-20220425-03,2022,4905,4905,1AAVLR,13214,2022-04-25,273189.96,273189.96,MG4905HRCH0,213102.0,06.182.2318.22BO.6500,300,444042,00.000,2022-12-23,273189.96,2024-12-19,18/12/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,8,273189.96,,,242 days,727 days
2610004,10212447000188,PE,Palmares,59053.011194/2023-09,REC-PE-2610004-20230913-01,2023,2499,2499,1AAXBZ,13214,2023-09-20,92452.96,92452.96,PE2499HRCH0,238109.0,06.182.2318.22BO.0001,300,444042,01.204,2024-01-24,92452.96,2025-04-07,07/04/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,5000,92452.96,,,126 days,439 days
4321626,94706124000130,RS,Travesseiro,59053.015591/2024-22,REC-RS-4321626-20240508-01,2024,6037,6037,1AAZCO,13214,2024-05-10,12658000.0,12658000.0,RS6037HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-21,12658000.0,2025-08-26,26/08/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2152,3797400.0,5063200.0,3797400.0,11 days,462 days
3147303,18025965000102,MG,Paraisópolis,59053.004512/2021-13,REC-MG-3147303-20210405-02,2021,4945,4945,1AAIRF,13214,2021-04-09,409181.27,409181.27,MG4945PRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2021-06-15,409181.27,2022-05-11,10/05/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1500,409181.27,,,67 days,330 days
4311775,94436342000100,RS,Maquiné,59053.010414/2023-79,REC-RS-4311775-20230703-01,2023,5783,5783,1AATRL,12200,2023-07-06,2575000.0,2575000.0,RS5783HRCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2023-11-24,2575000.0,2024-09-12,12/09/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1115,772500.0,1802500.0,,141 days,293 days
4310363,92454776000108,RS,Imigrante,59053.012431/2023-41,REC-RS-4310363-20231208-02,2023,7295,7295,1AARBA,13214,2023-12-11,168500.0,168500.0,RS7295HRCH0,238107.0,06.182.2318.22BO.6500,300,444042,01.188,2024-01-17,168500.0,2024-02-29,28/02/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1075,168500.0,,,37 days,43 days
4218608,83102731000175,SC,Trombudo Central,59053.013851/2024-25,REC-SC-4218608-20240208-01,2024,8365,8365,1AAVLS,13214,2024-02-09,2137759.11,2137759.11,SC8365HRCH0,247830.0,06.182.2318.22BO.6500,300,444042,01.214,2024-07-30,2137759.11,2024-12-19,19/12/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2000,641327.73,1496431.38,,172 days,142 days
4206108,82558149000155,SC,Grão Pará,59053.003991/2020-61,REC-SC-4206108-20200818-01,2020,8119,8119,1AAGTD,13215,2020-09-29,1207036.71,1207036.71,SC8119PRCH0,195657.0,06.182.2218.22BO.6500,329,444042,14.175,2020-11-10,1207036.71,2021-12-15,14/12/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,500,362111.01,844925.7,,42 days,400 days
4115457,1612552000113,PR,Marquinho,59053.000761/2017-45,REC-PR-4115457-20170731-01,2017,866,866,694221,12200,2017-08-07,879995.72,879995.72,PR0866PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2018-07-04,879995.72,2018-07-02,02/07/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,900,879995.72,,,331 days,-2 days
3160702,17747924000159,MG,Santos Dumont,59053.009893/2023-81,REC-MG-3160702-20230315-01,2023,5213,5213,1AAQXC,13214,2023-05-03,1274364.39,1274364.39,MG5213HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-08-15,1274364.39,2024-02-09,08/02/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,2020,382309.32,892055.07,,104 days,178 days
4320107,97320030000117,RS,Sarandi,59053.011392/2023-64,REC-RS-4320107-20231004-01,2023,8903,8903,1AARNB,13215,2023-10-11,3370000.01,3370000.01,RS8903HRCH0,195657.0,06.182.2218.22BO.6500,300,444042,01.188,2023-11-24,3370000.01,2024-04-24,24/04/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3000,1011000.0,2359000.01,,44 days,152 days
4128500,76920800000192,PR,Wenceslau Braz,59053.001542/2018-64,REC-PR-4128500-20180110-01,2018,7943,7943,698067,12200,2018-02-16,349945.03,349945.03,PR7943PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2018-12-07,349945.03,2019-09-13,12/09/2020,ACOMPANHAMENTO - RECURSO TRANSFERIDO,480,349945.03,,,294 days,280 days
3143005,18668376000134,MG,Monte Belo,59053.002805/2019-33,REC-MG-3143005-20190502-01,2019,4859,4859,699912,11331,2019-05-30,1094310.86,1094310.86,MG4859PRCH1,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2019-12-03,1094310.86,2020-04-06,05/04/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3033,328293.26,766017.6,,187 days,125 days
3145307,18404889000138,MG,Novo Cruzeiro,59053.006427/2022-62,REC-MG-3145307-20220114-01,2022,4905,4905,1AAOVY,13214,2022-03-17,911787.68,911787.68,MG4905HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2022-08-26,911787.68,2023-10-27,25/10/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,7100,911787.68,,,162 days,427 days
4215802,86051398000100,SC,São Bento do Sul,59053.008452/2022-81,REC-SC-4215802-20220914-01,2022,8311,8311,1AAPAL,11321,2022-09-22,1698276.87,1698276.87,SC8311HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-12-06,1698276.87,2023-11-06,04/11/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,49,509483.06,1188793.81,,75 days,335 days
4315800,88187935000170,RS,Roca Sales,59053.003857/2020-61,REC-RS-4315800-20200807-01,2020,8819,8819,1AAEVL,12100,2020-09-03,1447608.48,1447608.48,RS8819PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,14.014,2020-10-23,1447608.48,2021-04-30,29/04/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,13393,434282.54,1013325.94,,50 days,189 days
3151909,18334318000174,MG,Pocrane,59053.006812/2022-18,REC-MG-3151909-20220412-01,2022,5037,5037,1AALCO,13214,2022-04-19,621755.42,621755.42,MG5037HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-06-20,621755.42,2022-12-21,20/12/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,12150,621755.42,,,62 days,184 days
5105200,15023955000131,MT,Juscimeira,59053.002624/2019-15,REC-MT-5105200-20190321-01,2019,9189,9189,1AAESG,13214,2019-03-22,1362805.43,1362805.43,MT9189PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.808,2019-12-16,1362805.43,2021-06-17,16/06/2022,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1100,408841.63,953963.8,,269 days,549 days
3104502,18125120000180,MG,Arinos,59053.006736/2022-32,REC-MG-3104502-20220411-03,2022,4089,4089,1AAKYP,13214,2022-04-11,132860.33,132860.33,MG4089HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-05-27,132860.33,2022-12-15,14/12/2023,ACOMPANHAMENTO - RECURSO TRANSFERIDO,150,132860.33,,,46 days,202 days
2706604,12335030000138,AL,Paulo Jacinto,59053.008453/2022-25,REC-AL-2706604-20220914-01,2022,2831,2831,1AALVN,13214,2022-09-23,182366.82,182366.82,AL2831HRCH0,213102.0,06.182.2218.22BO.6500,300,444042,01.102,2022-11-10,182366.82,2023-02-24,23/02/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,7,182366.82,,,48 days,106 days
3149903,18244343000167,MG,Perdões,59053.010511/2023-61,REC-MG-3149903-20230706-03,2023,4997,4997,1AATXX,13214,2023-07-14,520000.0,520000.0,MG4997HRCH0,185432.0,06.182.2218.22BO.6500,300,444042,01.180,2023-11-03,520000.0,2024-09-27,27/09/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,16,520000.0,,,112 days,329 days
4321832,93317998000133,RS,Três Forquilhas,59053.011032/2023-62,REC-RS-4321832-20230828-01,2023,5777,5777,1AAWTH,13214,2023-08-29,1690000.0,1646190.0,RS5777HRCH0,249096.0,06.182.2318.22BO.6504,300,444042,01.244,2024-08-26,1646190.0,2025-02-24,24/02/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,500,493857.0,1152333.0,,363 days,182 days
4303202,87613600000103,RS,Cacique Doble,59053.000596/2017-21,REC-RS-4303202-20170629-01,2017,8563,8563,693900,12200,2017-06-29,259424.47,259424.47,RS8563PCHU1,128816.0,06.182.2040.22BO.0001,100,444042,13.414,2017-12-01,259424.47,2018-06-05,04/06/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,450,259424.47,,,155 days,186 days
1506583,10249381000109,PA,Santa Maria das Barreiras,59053.000384/2017-44,REC-PA-1506583-20170406-01,2017,599,599,696180,12200,2017-05-04,3223222.97,3223222.97,PA0599PRCH1,128816.0,06.182.2040.22BO.0001,100,444042,13.587,2017-12-07,3223222.97,2018-08-20,20/08/2019,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3200,966966.89,2256256.08,,217 days,256 days
4316006,90936956000192,RS,Rolante,59053.014732/2024-90,REC-RS-4316006-20240320-02,2024,8823,8823,1AAVBJ,13214,2024-03-21,4280709.3,4280709.29,RS8823HRCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-05-22,4280709.29,2024-11-29,29/11/2025,ACOMPANHAMENTO - RECURSO TRANSFERIDO,19100,1284212.79,2996496.5,,62 days,191 days
4315503,87490306000151,RS,Restinga Seca,59053.017793/2024-17,REC-RS-4315503-20240625-02,2024,8813,8813,1AAWXR,13214,2024-06-27,1189000.0,1189000.0,RS8813HTCH0,248242.0,06.182.2318.22BO.6504,300,444042,01.218,2024-07-30,1189000.0,2025-03-18,18/03/2026,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3000,356700.0,832300.0,,33 days,231 days
3146107,18295295000136,MG,Ouro Preto,59053.003559/2020-71,REC-MG-3146107-20200309-01,2020,4921,4921,1AACRW,13214,2020-04-22,936665.1,936665.1,MG4921PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,00.920,2020-04-30,936665.1,2020-12-07,06/12/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,910,936665.1,,,8 days,221 days
2606804,10359560000190,PE,Igarassu,59053.008256/2022-14,REC-PE-2606804-20220623-02,2022,2435,2435,1AAQID,13214,2022-08-25,741488.75,741488.75,PE2435HRCH2,204907.0,06.182.2218.22BO.0001,100,444042,14.535,2023-04-18,741488.75,2023-12-27,26/12/2024,ACOMPANHAMENTO - RECURSO TRANSFERIDO,1247,741488.75,,,236 days,253 days
5106315,4199966000150,MT,Novo Santo Antônio,59053.003790/2020-64,REC-MT-5106315-20200707-01,2020,1090,1090,1AABRJ,13214,2020-07-09,1458427.7,1458427.7,MT1090PRCH0,185432.0,06.182.2218.22BO.6500,188,444042,14.014,2020-08-11,1458427.7,2020-09-28,27/09/2021,ACOMPANHAMENTO - RECURSO TRANSFERIDO,3168,437528.31,1020899.39,,33 days,48 days
